,images,masks
2520,imgs/2801_92c1e126f0e52b85_2018-06-21--16-33-29_18_941.png,masks/2801_92c1e126f0e52b85_2018-06-21--16-33-29_18_941.png
2521,imgs/2802_55d35794f4955cd1_2018-08-02--20-51-06_12_722.png,masks/2802_55d35794f4955cd1_2018-08-02--20-51-06_12_722.png
2522,imgs/2803_a61a3fdda26c5345_2018-08-01--21-01-17_11_1175.png,masks/2803_a61a3fdda26c5345_2018-08-01--21-01-17_11_1175.png
2523,imgs/2805_cc95b190addd9c30_2018-11-13--16-42-22_22_403.png,masks/2805_cc95b190addd9c30_2018-11-13--16-42-22_22_403.png
2524,imgs/2806_e1215f586d353b92_2018-11-21--16-38-36_8_45.png,masks/2806_e1215f586d353b92_2018-11-21--16-38-36_8_45.png
2525,imgs/2807_ef53f1ffea65e93c_2018-08-14--03-57-56_9_202.png,masks/2807_ef53f1ffea65e93c_2018-08-14--03-57-56_9_202.png
2526,imgs/2808_7d6080b5dbbd659d_2018-07-04--17-18-18_66_1152.png,masks/2808_7d6080b5dbbd659d_2018-07-04--17-18-18_66_1152.png
2527,imgs/2809_48aa3d209af8b583_2018-08-02--20-09-07_4_484.png,masks/2809_48aa3d209af8b583_2018-08-02--20-09-07_4_484.png
2528,imgs/2810_6b884bbde494c0a5_2018-06-27--07-47-04_28_1057.png,masks/2810_6b884bbde494c0a5_2018-06-27--07-47-04_28_1057.png
2529,imgs/2811_836d09212ac1b8fa_2018-08-03--18-24-51_50_602.png,masks/2811_836d09212ac1b8fa_2018-08-03--18-24-51_50_602.png
2530,imgs/2812_eaf5b080e5d268d0_2018-11-14--23-14-25_66_1194.png,masks/2812_eaf5b080e5d268d0_2018-11-14--23-14-25_66_1194.png
2531,imgs/2813_a60668e197b93199_2018-09-05--21-10-54_52_456.png,masks/2813_a60668e197b93199_2018-09-05--21-10-54_52_456.png
2532,imgs/2814_ce043548dea97891_2018-10-13--00-56-32_86_1131.png,masks/2814_ce043548dea97891_2018-10-13--00-56-32_86_1131.png
2533,imgs/2815_4b4d680748b83961_2018-09-08--05-55-11_5_166.png,masks/2815_4b4d680748b83961_2018-09-08--05-55-11_5_166.png
2534,imgs/2816_0f1c4cde09ce8496_2018-07-31--01-07-37_31_1057.png,masks/2816_0f1c4cde09ce8496_2018-07-31--01-07-37_31_1057.png
2535,imgs/2819_855194471f3a9afd_2018-10-08--16-15-02_83_46.png,masks/2819_855194471f3a9afd_2018-10-08--16-15-02_83_46.png
2536,imgs/2820_6ebb7e74ad25b4be_2018-09-29--19-18-13_18_70.png,masks/2820_6ebb7e74ad25b4be_2018-09-29--19-18-13_18_70.png
2537,imgs/2821_886f3f426ddfd8c6_2018-09-23--16-58-07_15_647.png,masks/2821_886f3f426ddfd8c6_2018-09-23--16-58-07_15_647.png
2538,imgs/2822_13a662ec4f42e353_2018-11-17--01-39-46_14_412.png,masks/2822_13a662ec4f42e353_2018-11-17--01-39-46_14_412.png
2539,imgs/2823_d9cf8bcaec563d9e_2018-10-24--22-38-43_27_287.png,masks/2823_d9cf8bcaec563d9e_2018-10-24--22-38-43_27_287.png
2540,imgs/2824_23fca19e46950b0a_2018-08-04--21-58-01_42_258.png,masks/2824_23fca19e46950b0a_2018-08-04--21-58-01_42_258.png
2541,imgs/2825_c441a97a93798ea5_2018-07-17--09-16-47_3_180.png,masks/2825_c441a97a93798ea5_2018-07-17--09-16-47_3_180.png
2542,imgs/2826_807f77aac0daa4b6_2018-08-20--15-03-55_61_883.png,masks/2826_807f77aac0daa4b6_2018-08-20--15-03-55_61_883.png
2543,imgs/2828_29673c09433cb3d9_2018-06-29--23-38-52_36_778.png,masks/2828_29673c09433cb3d9_2018-06-29--23-38-52_36_778.png
2544,imgs/2829_8c1cf5b2f2ec478a_2018-06-04--22-18-16_25_35.png,masks/2829_8c1cf5b2f2ec478a_2018-06-04--22-18-16_25_35.png
2545,imgs/2830_55d35794f4955cd1_2018-09-22--14-34-23_28_428.png,masks/2830_55d35794f4955cd1_2018-09-22--14-34-23_28_428.png
2546,imgs/2831_a08a21b85dd729fa_2018-06-22--22-39-14_21_211.png,masks/2831_a08a21b85dd729fa_2018-06-22--22-39-14_21_211.png
2547,imgs/2832_1d4c8f9fd574ceb2_2018-05-26--08-23-10_37_1057.png,masks/2832_1d4c8f9fd574ceb2_2018-05-26--08-23-10_37_1057.png
2548,imgs/2833_8d7d30fca62081bb_2018-10-01--11-16-26_2_556.png,masks/2833_8d7d30fca62081bb_2018-10-01--11-16-26_2_556.png
2549,imgs/2834_f71a71f64fb153ac_2018-07-13--07-06-37_9_815.png,masks/2834_f71a71f64fb153ac_2018-07-13--07-06-37_9_815.png
2550,imgs/2835_08a9ba730b8de80d_2018-11-01--23-57-27_33_871.png,masks/2835_08a9ba730b8de80d_2018-11-01--23-57-27_33_871.png
2551,imgs/2836_ff83f397542ab647_2018-05-20--15-29-41_12_578.png,masks/2836_ff83f397542ab647_2018-05-20--15-29-41_12_578.png
2552,imgs/2837_4ea7f6e00a335885_2018-06-25--22-14-39_27_950.png,masks/2837_4ea7f6e00a335885_2018-06-25--22-14-39_27_950.png
2553,imgs/2838_2ac95059f70d76eb_2018-05-14--14-17-29_33_876.png,masks/2838_2ac95059f70d76eb_2018-05-14--14-17-29_33_876.png
2554,imgs/2839_6c7ffc65dfef4e01_2018-08-24--23-48-34_11_144.png,masks/2839_6c7ffc65dfef4e01_2018-08-24--23-48-34_11_144.png
2555,imgs/2840_bc5b0834b1cc2cf0_2018-07-10--23-13-44_16_313.png,masks/2840_bc5b0834b1cc2cf0_2018-07-10--23-13-44_16_313.png
2556,imgs/2841_a60668e197b93199_2018-08-07--13-04-30_80_94.png,masks/2841_a60668e197b93199_2018-08-07--13-04-30_80_94.png
2557,imgs/2842_ce043548dea97891_2018-11-10--18-49-36_56_455.png,masks/2842_ce043548dea97891_2018-11-10--18-49-36_56_455.png
2558,imgs/2843_70843b83b4ddae85_2018-06-27--15-06-13_37_943.png,masks/2843_70843b83b4ddae85_2018-06-27--15-06-13_37_943.png
2559,imgs/2844_b5e785c1fc446ed0_2018-07-11--18-31-58_85_93.png,masks/2844_b5e785c1fc446ed0_2018-07-11--18-31-58_85_93.png
2560,imgs/2845_13591d1e8bb0f230_2018-08-20--02-26-12_17_1163.png,masks/2845_13591d1e8bb0f230_2018-08-20--02-26-12_17_1163.png
2561,imgs/2846_836d09212ac1b8fa_2018-08-07--17-35-52_38_444.png,masks/2846_836d09212ac1b8fa_2018-08-07--17-35-52_38_444.png
2562,imgs/2847_2ac95059f70d76eb_2018-06-17--13-15-23_13_912.png,masks/2847_2ac95059f70d76eb_2018-06-17--13-15-23_13_912.png
2563,imgs/2848_99c94dc769b5d96e_2018-08-12--22-02-47_28_1112.png,masks/2848_99c94dc769b5d96e_2018-08-12--22-02-47_28_1112.png
2564,imgs/2849_807f77aac0daa4b6_2018-09-18--01-18-21_39_522.png,masks/2849_807f77aac0daa4b6_2018-09-18--01-18-21_39_522.png
2565,imgs/2850_bdd378e53b248c8b_2018-08-25--20-16-49_37_607.png,masks/2850_bdd378e53b248c8b_2018-08-25--20-16-49_37_607.png
2566,imgs/2851_6c68bb10a379728b_2018-09-14--22-33-41_6_710.png,masks/2851_6c68bb10a379728b_2018-09-14--22-33-41_6_710.png
2567,imgs/2852_088376fd1d121661_2018-10-09--13-15-17_3_774.png,masks/2852_088376fd1d121661_2018-10-09--13-15-17_3_774.png
2568,imgs/2853_cc95b190addd9c30_2018-11-15--16-27-48_63_1181.png,masks/2853_cc95b190addd9c30_2018-11-15--16-27-48_63_1181.png
2569,imgs/2854_8c1cf5b2f2ec478a_2018-06-27--18-50-57_38_366.png,masks/2854_8c1cf5b2f2ec478a_2018-06-27--18-50-57_38_366.png
2570,imgs/2855_0c5c849415c7dba2_2018-09-18--06-57-46_43_275.png,masks/2855_0c5c849415c7dba2_2018-09-18--06-57-46_43_275.png
2571,imgs/2856_f1c614852a4e62c3_2018-06-23--20-13-10_8_1153.png,masks/2856_f1c614852a4e62c3_2018-06-23--20-13-10_8_1153.png
2572,imgs/2857_b5e785c1fc446ed0_2018-08-24--20-09-02_5_323.png,masks/2857_b5e785c1fc446ed0_2018-08-24--20-09-02_5_323.png
2573,imgs/2858_1ce915aa3c8d255a_2018-05-19--23-48-19_4_595.png,masks/2858_1ce915aa3c8d255a_2018-05-19--23-48-19_4_595.png
2574,imgs/2859_92c1e126f0e52b85_2018-06-30--23-36-23_52_930.png,masks/2859_92c1e126f0e52b85_2018-06-30--23-36-23_52_930.png
2575,imgs/2860_e8e95b54ed6116a6_2018-09-17--11-14-12_42_463.png,masks/2860_e8e95b54ed6116a6_2018-09-17--11-14-12_42_463.png
2576,imgs/2861_dad4fa0b6f4978ea_2018-06-06--21-12-08_15_564.png,masks/2861_dad4fa0b6f4978ea_2018-06-06--21-12-08_15_564.png
2577,imgs/2862_4ea7f6e00a335885_2018-05-08--13-47-34_31_843.png,masks/2862_4ea7f6e00a335885_2018-05-08--13-47-34_31_843.png
2578,imgs/2863_1aaddf65aad975af_2018-10-11--16-53-31_2_1087.png,masks/2863_1aaddf65aad975af_2018-10-11--16-53-31_2_1087.png
2579,imgs/2865_2665ce6f7b1dce08_2018-08-11--18-18-50_41_206.png,masks/2865_2665ce6f7b1dce08_2018-08-11--18-18-50_41_206.png
2580,imgs/2866_033036500e8ede52_2018-09-25--16-08-19_11_113.png,masks/2866_033036500e8ede52_2018-09-25--16-08-19_11_113.png
2581,imgs/2867_1eaededd51436324_2018-05-25--09-18-47_9_97.png,masks/2867_1eaededd51436324_2018-05-25--09-18-47_9_97.png
2582,imgs/2868_110fbc39ad039ad1_2018-10-02--05-48-50_2_552.png,masks/2868_110fbc39ad039ad1_2018-10-02--05-48-50_2_552.png
2583,imgs/2869_2a6d6ba03fb9c4dc_2018-08-30--10-28-33_7_356.png,masks/2869_2a6d6ba03fb9c4dc_2018-08-30--10-28-33_7_356.png
2584,imgs/2870_da64529321b20f8d_2018-10-22--09-18-46_11_1187.png,masks/2870_da64529321b20f8d_2018-10-22--09-18-46_11_1187.png
2585,imgs/2871_13a662ec4f42e353_2018-09-22--16-11-36_17_1040.png,masks/2871_13a662ec4f42e353_2018-09-22--16-11-36_17_1040.png
2586,imgs/2872_0afcc356dc79a1f8_2018-11-17--07-13-23_6_230.png,masks/2872_0afcc356dc79a1f8_2018-11-17--07-13-23_6_230.png
2587,imgs/2873_a61a3fdda26c5345_2018-08-12--12-27-07_43_661.png,masks/2873_a61a3fdda26c5345_2018-08-12--12-27-07_43_661.png
2588,imgs/2874_6f4fcec3eb235c0f_2018-07-17--11-13-43_62_946.png,masks/2874_6f4fcec3eb235c0f_2018-07-17--11-13-43_62_946.png
2589,imgs/2875_052a0713d2d1efa6_2018-11-20--20-09-24_17_1060.png,masks/2875_052a0713d2d1efa6_2018-11-20--20-09-24_17_1060.png
2590,imgs/2877_8443d7dd0ec9bd92_2018-06-29--07-19-01_13_214.png,masks/2877_8443d7dd0ec9bd92_2018-06-29--07-19-01_13_214.png
2591,imgs/2878_6ebb7e74ad25b4be_2018-08-24--14-10-37_9_230.png,masks/2878_6ebb7e74ad25b4be_2018-08-24--14-10-37_9_230.png
2592,imgs/2879_cc95b190addd9c30_2018-09-08--01-03-38_76_223.png,masks/2879_cc95b190addd9c30_2018-09-08--01-03-38_76_223.png
2593,imgs/2880_e8e95b54ed6116a6_2018-10-04--22-08-10_5_1067.png,masks/2880_e8e95b54ed6116a6_2018-10-04--22-08-10_5_1067.png
2594,imgs/2881_0812e2149c1b5609_2018-07-30--09-59-20_44_853.png,masks/2881_0812e2149c1b5609_2018-07-30--09-59-20_44_853.png
2595,imgs/2882_3704c4f2938907df_2018-07-01--21-44-52_25_58.png,masks/2882_3704c4f2938907df_2018-07-01--21-44-52_25_58.png
2596,imgs/2883_cc0342d8a2184b9d_2018-09-09--21-03-48_11_712.png,masks/2883_cc0342d8a2184b9d_2018-09-09--21-03-48_11_712.png
2597,imgs/2884_bdd378e53b248c8b_2018-09-05--22-16-59_30_718.png,masks/2884_bdd378e53b248c8b_2018-09-05--22-16-59_30_718.png
2598,imgs/2885_2a6d6ba03fb9c4dc_2018-08-09--11-36-47_1_775.png,masks/2885_2a6d6ba03fb9c4dc_2018-08-09--11-36-47_1_775.png
2599,imgs/2886_836d09212ac1b8fa_2018-08-01--19-53-36_4_482.png,masks/2886_836d09212ac1b8fa_2018-08-01--19-53-36_4_482.png
2600,imgs/2887_762a4ddd1129b748_2018-06-10--15-20-33_10_75.png,masks/2887_762a4ddd1129b748_2018-06-10--15-20-33_10_75.png
2601,imgs/2888_a60668e197b93199_2018-11-16--23-08-31_36_605.png,masks/2888_a60668e197b93199_2018-11-16--23-08-31_36_605.png
2602,imgs/2889_d4d3e5d634d5016b_2018-10-15--19-40-36_50_564.png,masks/2889_d4d3e5d634d5016b_2018-10-15--19-40-36_50_564.png
2603,imgs/2890_e0ac45c625ab460b_2018-10-24--10-06-11_41_116.png,masks/2890_e0ac45c625ab460b_2018-10-24--10-06-11_41_116.png
2604,imgs/2891_69753972bed747e4_2018-08-02--23-04-01_11_438.png,masks/2891_69753972bed747e4_2018-08-02--23-04-01_11_438.png
2605,imgs/2892_aee00e7a217cbe97_2018-08-03--16-57-42_2_197.png,masks/2892_aee00e7a217cbe97_2018-08-03--16-57-42_2_197.png
2606,imgs/2893_55d35794f4955cd1_2018-06-13--13-41-10_14_436.png,masks/2893_55d35794f4955cd1_2018-06-13--13-41-10_14_436.png
2607,imgs/2894_67dc825821c5da82_2018-09-11--22-15-27_15_891.png,masks/2894_67dc825821c5da82_2018-09-11--22-15-27_15_891.png
2608,imgs/2895_48aa3d209af8b583_2018-09-10--14-28-45_24_742.png,masks/2895_48aa3d209af8b583_2018-09-10--14-28-45_24_742.png
2609,imgs/2896_97a4ec76e41e8853_2018-10-04--15-09-06_38_244.png,masks/2896_97a4ec76e41e8853_2018-10-04--15-09-06_38_244.png
2610,imgs/2897_92c1e126f0e52b85_2018-06-26--11-13-48_75_232.png,masks/2897_92c1e126f0e52b85_2018-06-26--11-13-48_75_232.png
2611,imgs/2898_70843b83b4ddae85_2018-06-04--13-20-57_5_94.png,masks/2898_70843b83b4ddae85_2018-06-04--13-20-57_5_94.png
2612,imgs/2899_c4289221cf16a21c_2018-07-14--13-43-38_5_670.png,masks/2899_c4289221cf16a21c_2018-07-14--13-43-38_5_670.png
2613,imgs/2900_a60668e197b93199_2018-09-13--12-59-58_73_702.png,masks/2900_a60668e197b93199_2018-09-13--12-59-58_73_702.png
2614,imgs/2902_69753972bed747e4_2018-07-24--13-16-36_8_798.png,masks/2902_69753972bed747e4_2018-07-24--13-16-36_8_798.png
2615,imgs/2903_401f1a07aeb8aa63_2018-10-07--14-13-54_13_241.png,masks/2903_401f1a07aeb8aa63_2018-10-07--14-13-54_13_241.png
2616,imgs/2904_cc0342d8a2184b9d_2018-08-05--17-17-25_46_850.png,masks/2904_cc0342d8a2184b9d_2018-08-05--17-17-25_46_850.png
2617,imgs/2905_99c94dc769b5d96e_2018-08-04--08-27-59_15_271.png,masks/2905_99c94dc769b5d96e_2018-08-04--08-27-59_15_271.png
2618,imgs/2906_cc95b190addd9c30_2018-11-13--16-42-22_18_678.png,masks/2906_cc95b190addd9c30_2018-11-13--16-42-22_18_678.png
2619,imgs/2907_c0b1a80d2392173a_2018-08-06--02-56-18_18_16.png,masks/2907_c0b1a80d2392173a_2018-08-06--02-56-18_18_16.png
2620,imgs/2908_cc95b190addd9c30_2018-09-18--11-32-04_14_1075.png,masks/2908_cc95b190addd9c30_2018-09-18--11-32-04_14_1075.png
2621,imgs/2910_8443d7dd0ec9bd92_2018-07-09--09-59-59_115_1017.png,masks/2910_8443d7dd0ec9bd92_2018-07-09--09-59-59_115_1017.png
2622,imgs/2911_4ea7f6e00a335885_2018-06-26--20-55-23_27_1.png,masks/2911_4ea7f6e00a335885_2018-06-26--20-55-23_27_1.png
2623,imgs/2913_1582e1dc57175194_2018-06-11--18-04-12_18_694.png,masks/2913_1582e1dc57175194_2018-06-11--18-04-12_18_694.png
2624,imgs/2915_46eeea4eb5939500_2018-09-28--16-57-49_8_1198.png,masks/2915_46eeea4eb5939500_2018-09-28--16-57-49_8_1198.png
2625,imgs/2916_033036500e8ede52_2018-08-28--02-53-33_6_1187.png,masks/2916_033036500e8ede52_2018-08-28--02-53-33_6_1187.png
2626,imgs/2917_55d35794f4955cd1_2018-06-12--02-49-51_1_441.png,masks/2917_55d35794f4955cd1_2018-06-12--02-49-51_1_441.png
2627,imgs/2918_fbd011384db5e669_2018-06-06--12-34-11_70_766.png,masks/2918_fbd011384db5e669_2018-06-06--12-34-11_70_766.png
2628,imgs/2919_1582e1dc57175194_2018-06-13--08-32-45_35_266.png,masks/2919_1582e1dc57175194_2018-06-13--08-32-45_35_266.png
2629,imgs/2920_ff83f397542ab647_2018-05-20--15-29-41_20_1110.png,masks/2920_ff83f397542ab647_2018-05-20--15-29-41_20_1110.png
2630,imgs/2921_4b4d680748b83961_2018-08-29--18-03-16_10_237.png,masks/2921_4b4d680748b83961_2018-08-29--18-03-16_10_237.png
2631,imgs/2923_cc95b190addd9c30_2018-10-24--11-34-35_12_803.png,masks/2923_cc95b190addd9c30_2018-10-24--11-34-35_12_803.png
2632,imgs/2924_b37b4c39fba89813_2018-11-15--15-25-16_56_657.png,masks/2924_b37b4c39fba89813_2018-11-15--15-25-16_56_657.png
2633,imgs/2925_baf33e968c830932_2018-10-16--09-59-47_11_115.png,masks/2925_baf33e968c830932_2018-10-16--09-59-47_11_115.png
2634,imgs/2926_b0c9d2329ad1606b_2018-09-23--12-52-06_45_67.png,masks/2926_b0c9d2329ad1606b_2018-09-23--12-52-06_45_67.png
2635,imgs/2927_8819eca74f12f21f_2018-10-11--22-32-31_109_730.png,masks/2927_8819eca74f12f21f_2018-10-11--22-32-31_109_730.png
2636,imgs/2928_8443d7dd0ec9bd92_2018-08-13--14-35-54_5_490.png,masks/2928_8443d7dd0ec9bd92_2018-08-13--14-35-54_5_490.png
2637,imgs/2929_55d35794f4955cd1_2018-07-26--09-16-48_27_425.png,masks/2929_55d35794f4955cd1_2018-07-26--09-16-48_27_425.png
2638,imgs/2930_0812e2149c1b5609_2018-09-19--10-04-22_13_555.png,masks/2930_0812e2149c1b5609_2018-09-19--10-04-22_13_555.png
2639,imgs/2931_76c3bc6da8109da7_2018-07-09--13-28-44_2_674.png,masks/2931_76c3bc6da8109da7_2018-07-09--13-28-44_2_674.png
2640,imgs/2932_a60668e197b93199_2018-10-29--22-10-11_28_451.png,masks/2932_a60668e197b93199_2018-10-29--22-10-11_28_451.png
2641,imgs/2933_b5e785c1fc446ed0_2018-07-23--17-56-38_8_400.png,masks/2933_b5e785c1fc446ed0_2018-07-23--17-56-38_8_400.png
2642,imgs/2934_8b6d01b88fb8529d_2018-05-10--09-38-34_106_395.png,masks/2934_8b6d01b88fb8529d_2018-05-10--09-38-34_106_395.png
2643,imgs/2935_55d35794f4955cd1_2018-05-04--18-33-11_23_963.png,masks/2935_55d35794f4955cd1_2018-05-04--18-33-11_23_963.png
2644,imgs/2936_6ba4e6b61f477d0d_2018-05-11--07-04-33_61_297.png,masks/2936_6ba4e6b61f477d0d_2018-05-11--07-04-33_61_297.png
2645,imgs/2937_92c1e126f0e52b85_2018-09-16--03-56-46_17_1072.png,masks/2937_92c1e126f0e52b85_2018-09-16--03-56-46_17_1072.png
2646,imgs/2938_052a0713d2d1efa6_2018-10-31--20-47-21_5_241.png,masks/2938_052a0713d2d1efa6_2018-10-31--20-47-21_5_241.png
2647,imgs/2939_4ea7f6e00a335885_2018-07-23--13-06-27_50_1142.png,masks/2939_4ea7f6e00a335885_2018-07-23--13-06-27_50_1142.png
2648,imgs/2942_5948c4bc4f870bc7_2018-07-13--22-36-54_18_173.png,masks/2942_5948c4bc4f870bc7_2018-07-13--22-36-54_18_173.png
2649,imgs/2943_2665ce6f7b1dce08_2018-06-03--11-18-12_17_614.png,masks/2943_2665ce6f7b1dce08_2018-06-03--11-18-12_17_614.png
2650,imgs/2944_c4289221cf16a21c_2018-07-08--18-43-55_18_435.png,masks/2944_c4289221cf16a21c_2018-07-08--18-43-55_18_435.png
2651,imgs/2945_6ba4e6b61f477d0d_2018-05-08--12-16-32_15_196.png,masks/2945_6ba4e6b61f477d0d_2018-05-08--12-16-32_15_196.png
2652,imgs/2946_55d35794f4955cd1_2018-09-13--10-23-50_67_183.png,masks/2946_55d35794f4955cd1_2018-09-13--10-23-50_67_183.png
2653,imgs/2947_fae02ae1083e2f22_2018-07-14--03-23-08_12_498.png,masks/2947_fae02ae1083e2f22_2018-07-14--03-23-08_12_498.png
2654,imgs/2948_99c94dc769b5d96e_2018-05-18--16-00-42_1_1190.png,masks/2948_99c94dc769b5d96e_2018-05-18--16-00-42_1_1190.png
2655,imgs/2949_052a0713d2d1efa6_2018-10-05--22-12-39_6_398.png,masks/2949_052a0713d2d1efa6_2018-10-05--22-12-39_6_398.png
2656,imgs/2950_b29e3bc918751697_2018-11-16--20-10-57_4_710.png,masks/2950_b29e3bc918751697_2018-11-16--20-10-57_4_710.png
2657,imgs/2951_46eeea4eb5939500_2018-07-09--17-53-26_17_885.png,masks/2951_46eeea4eb5939500_2018-07-09--17-53-26_17_885.png
2658,imgs/2952_6a8d7ed93e936b4d_2018-08-27--17-10-15_41_875.png,masks/2952_6a8d7ed93e936b4d_2018-08-27--17-10-15_41_875.png
2659,imgs/2953_401f1a07aeb8aa63_2018-07-24--10-13-21_44_555.png,masks/2953_401f1a07aeb8aa63_2018-07-24--10-13-21_44_555.png
2660,imgs/2955_b8727c7398d117f5_2018-10-02--13-32-30_33_344.png,masks/2955_b8727c7398d117f5_2018-10-02--13-32-30_33_344.png
2661,imgs/2956_e1215f586d353b92_2018-10-26--10-17-45_17_712.png,masks/2956_e1215f586d353b92_2018-10-26--10-17-45_17_712.png
2662,imgs/2958_55d35794f4955cd1_2018-05-31--06-15-59_10_67.png,masks/2958_55d35794f4955cd1_2018-05-31--06-15-59_10_67.png
2663,imgs/2959_6a8d7ed93e936b4d_2018-09-11--17-37-34_4_584.png,masks/2959_6a8d7ed93e936b4d_2018-09-11--17-37-34_4_584.png
2664,imgs/2960_01fc1dd4694dd37b_2018-09-14--01-16-18_9_818.png,masks/2960_01fc1dd4694dd37b_2018-09-14--01-16-18_9_818.png
2665,imgs/2961_855194471f3a9afd_2018-09-22--01-23-48_8_445.png,masks/2961_855194471f3a9afd_2018-09-22--01-23-48_8_445.png
2666,imgs/2962_08a9ba730b8de80d_2018-10-06--15-08-51_27_947.png,masks/2962_08a9ba730b8de80d_2018-10-06--15-08-51_27_947.png
2667,imgs/2964_97a4ec76e41e8853_2018-10-01--17-06-00_5_90.png,masks/2964_97a4ec76e41e8853_2018-10-01--17-06-00_5_90.png
2668,imgs/2965_b5e785c1fc446ed0_2018-09-26--08-21-34_86_1098.png,masks/2965_b5e785c1fc446ed0_2018-09-26--08-21-34_86_1098.png
2669,imgs/2966_bc5b0834b1cc2cf0_2018-11-03--11-49-18_27_363.png,masks/2966_bc5b0834b1cc2cf0_2018-11-03--11-49-18_27_363.png
2670,imgs/2967_e1215f586d353b92_2018-09-14--14-13-34_6_267.png,masks/2967_e1215f586d353b92_2018-09-14--14-13-34_6_267.png
2671,imgs/2968_b5e785c1fc446ed0_2018-06-21--08-15-03_71_938.png,masks/2968_b5e785c1fc446ed0_2018-06-21--08-15-03_71_938.png
2672,imgs/2969_55d35794f4955cd1_2018-05-28--10-48-27_12_230.png,masks/2969_55d35794f4955cd1_2018-05-28--10-48-27_12_230.png
2673,imgs/2971_6ebb7e74ad25b4be_2018-05-22--12-12-58_15_982.png,masks/2971_6ebb7e74ad25b4be_2018-05-22--12-12-58_15_982.png
2674,imgs/2972_4ea7f6e00a335885_2018-07-30--17-52-05_15_304.png,masks/2972_4ea7f6e00a335885_2018-07-30--17-52-05_15_304.png
2675,imgs/2974_4b4d680748b83961_2018-08-29--13-49-06_17_621.png,masks/2974_4b4d680748b83961_2018-08-29--13-49-06_17_621.png
2676,imgs/2975_437cf078b5fcc611_2018-08-17--01-25-34_30_592.png,masks/2975_437cf078b5fcc611_2018-08-17--01-25-34_30_592.png
2677,imgs/2976_52781987f4c6601e_2018-07-13--17-24-47_7_1197.png,masks/2976_52781987f4c6601e_2018-07-13--17-24-47_7_1197.png
2678,imgs/2977_9058745e0dc8fa5f_2018-09-07--18-26-21_26_334.png,masks/2977_9058745e0dc8fa5f_2018-09-07--18-26-21_26_334.png
2679,imgs/2978_287b66829420d3ee_2018-10-11--17-27-47_5_400.png,masks/2978_287b66829420d3ee_2018-10-11--17-27-47_5_400.png
2680,imgs/2979_b37b4c39fba89813_2018-08-08--20-45-57_4_571.png,masks/2979_b37b4c39fba89813_2018-08-08--20-45-57_4_571.png
2681,imgs/2980_915b1ba7a1456159_2018-08-07--21-52-51_9_1001.png,masks/2980_915b1ba7a1456159_2018-08-07--21-52-51_9_1001.png
2682,imgs/2981_1ce915aa3c8d255a_2018-05-13--14-28-53_15_323.png,masks/2981_1ce915aa3c8d255a_2018-05-13--14-28-53_15_323.png
2683,imgs/2982_2ac95059f70d76eb_2018-06-01--11-14-18_28_916.png,masks/2982_2ac95059f70d76eb_2018-06-01--11-14-18_28_916.png
2684,imgs/2983_23fca19e46950b0a_2018-08-03--17-43-32_45_120.png,masks/2983_23fca19e46950b0a_2018-08-03--17-43-32_45_120.png
2685,imgs/2984_6f4fcec3eb235c0f_2018-08-27--07-44-29_16_327.png,masks/2984_6f4fcec3eb235c0f_2018-08-27--07-44-29_16_327.png
2686,imgs/2985_e61068239ce72500_2018-10-20--16-58-49_1_391.png,masks/2985_e61068239ce72500_2018-10-20--16-58-49_1_391.png
2687,imgs/2986_bc5b0834b1cc2cf0_2018-08-07--11-32-20_17_855.png,masks/2986_bc5b0834b1cc2cf0_2018-08-07--11-32-20_17_855.png
2688,imgs/2987_088376fd1d121661_2018-10-13--14-46-24_4_472.png,masks/2987_088376fd1d121661_2018-10-13--14-46-24_4_472.png
2689,imgs/2989_fbd011384db5e669_2018-07-06--15-22-06_26_617.png,masks/2989_fbd011384db5e669_2018-07-06--15-22-06_26_617.png
2690,imgs/2990_855194471f3a9afd_2018-09-15--01-18-46_97_1058.png,masks/2990_855194471f3a9afd_2018-09-15--01-18-46_97_1058.png
2691,imgs/2991_bdd378e53b248c8b_2018-08-29--22-23-11_27_717.png,masks/2991_bdd378e53b248c8b_2018-08-29--22-23-11_27_717.png
2692,imgs/2992_c4289221cf16a21c_2018-10-14--16-37-47_10_484.png,masks/2992_c4289221cf16a21c_2018-10-14--16-37-47_10_484.png
2693,imgs/2993_dad4fa0b6f4978ea_2018-06-14--22-15-29_58_1002.png,masks/2993_dad4fa0b6f4978ea_2018-06-14--22-15-29_58_1002.png
2694,imgs/2994_55d35794f4955cd1_2018-06-07--14-08-20_12_47.png,masks/2994_55d35794f4955cd1_2018-06-07--14-08-20_12_47.png
2695,imgs/2995_b0c9d2329ad1606b_2018-08-02--16-41-38_69_1031.png,masks/2995_b0c9d2329ad1606b_2018-08-02--16-41-38_69_1031.png
2696,imgs/2996_8c1cf5b2f2ec478a_2018-10-22--20-35-02_13_825.png,masks/2996_8c1cf5b2f2ec478a_2018-10-22--20-35-02_13_825.png
2697,imgs/2997_fa9156edb12b0716_2018-10-30--07-16-23_20_56.png,masks/2997_fa9156edb12b0716_2018-10-30--07-16-23_20_56.png
2698,imgs/2998_a8ebae3209f1c37a_2018-10-02--01-30-02_32_768.png,masks/2998_a8ebae3209f1c37a_2018-10-02--01-30-02_32_768.png
